pressure_series__bar,reference_pressure_round__bar,filename,time__s,pressure__bar,mass__g,mass_flow_rate__g_per_s,basket_pressure__bar
1.0000,1.0000,1-1.txt,0.0000,0.9898,0.0918,0.0340,0.7053
1.0000,1.0000,1-1.txt,0.0940,0.9950,0.1024,0.0330,0.7106
1.0000,1.0000,1-1.txt,0.1880,1.0040,0.0596,0.0319,0.7197
1.0000,1.0000,1-1.txt,0.2810,0.9747,0.1057,0.0309,0.6904
1.0000,1.0000,1-1.txt,0.3750,0.9972,0.1000,0.0298,0.7130
1.0000,1.0000,1-1.txt,0.4680,0.9905,0.0803,0.0288,0.7063
1.0000,1.0000,1-1.txt,0.5610,0.9823,0.0913,0.0277,0.6981
1.0000,1.0000,1-1.txt,0.6540,0.9965,0.0976,0.0267,0.7123
1.0000,1.0000,1-1.txt,0.7490,1.0340,0.1192,0.0256,0.7499
1.0000,1.0000,1-1.txt,0.8420,1.0092,0.1028,0.0246,0.7252
1.0000,1.0000,1-1.txt,0.9350,1.0017,0.0879,0.0235,0.7177
1.0000,1.0000,1-1.txt,1.0290,0.9455,0.1062,0.0225,0.6615
1.0000,1.0000,1-1.txt,1.1220,0.9552,0.1115,0.0214,0.6713
1.0000,1.0000,1-1.txt,1.2160,0.9695,0.1307,0.0204,0.6856
1.0000,1.0000,1-1.txt,1.3100,0.9830,0.1115,0.0194,0.6991
1.0000,1.0000,1-1.txt,1.4030,0.9530,0.1201,0.0183,0.6692
1.0000,1.0000,1-1.txt,1.4960,0.9658,0.1100,0.0143,0.6821
1.0000,1.0000,1-1.txt,1.5890,0.9635,0.1129,0.0164,0.6797
1.0000,1.0000,1-1.txt,1.6840,0.9612,0.1264,0.0158,0.6775
1.0000,1.0000,1-1.txt,1.7770,0.9665,0.1519,0.0079,0.6830
1.0000,1.0000,1-1.txt,1.8700,0.9620,0.1461,0.0115,0.6784
1.0000,1.0000,1-1.txt,1.9640,1.0063,0.1365,0.0148,0.7225
1.0000,1.0000,1-1.txt,2.0570,0.9920,0.1841,0.0145,0.7083
1.0000,1.0000,1-1.txt,2.1510,0.9695,0.1716,0.0112,0.6859
1.0000,1.0000,1-1.txt,2.2440,0.9875,0.1413,0.0085,0.7040
1.0000,1.0000,1-1.txt,2.3380,0.9793,0.1451,0.0131,0.6956
1.0000,1.0000,1-1.txt,2.4310,0.9950,0.1485,0.0118,0.7114
1.0000,1.0000,1-1.txt,2.5240,0.9628,0.1485,0.0053,0.6794
1.0000,1.0000,1-1.txt,2.6190,0.9860,0.1418,0.0014,0.7028
1.0000,1.0000,1-1.txt,2.7120,0.9958,0.1264,0.0015,0.7125
1.0000,1.0000,1-1.txt,2.8050,0.9942,0.1350,0.0047,0.7109
1.0000,1.0000,1-1.txt,2.8980,0.9980,0.1437,0.0113,0.7144
1.0000,1.0000,1-1.txt,2.9920,0.9747,0.1326,0.0151,0.6910
1.0000,1.0000,1-1.txt,3.0850,0.9612,0.1240,0.0104,0.6777
1.0000,1.0000,1-1.txt,3.1790,0.9477,0.1336,0.0004,0.6646
1.0000,1.0000,1-1.txt,3.2730,0.9650,0.1192,-0.0024,0.6819
1.0000,1.0000,1-1.txt,3.3660,0.9815,0.1283,0.0016,0.6983
1.0000,1.0000,1-1.txt,3.4590,0.9620,0.1298,-0.0065,0.6791
1.0000,1.0000,1-1.txt,3.5520,0.9800,0.1437,-0.0114,0.6973
1.0000,1.0000,1-1.txt,3.6470,0.9890,0.1379,-0.0042,0.7060
1.0000,1.0000,1-1.txt,3.7400,0.9935,0.1322,-0.0053,0.7105
1.0000,1.0000,1-1.txt,3.8330,0.9515,0.1331,-0.0078,0.6686
1.0000,1.0000,1-1.txt,3.9270,0.9815,0.1278,-0.0065,0.6986
1.0000,1.0000,1-1.txt,4.0200,0.9823,0.1187,-0.0063,0.6993
1.0000,1.0000,1-1.txt,4.1140,0.9658,0.1298,-0.0026,0.6827
1.0000,1.0000,1-1.txt,4.2070,0.9665,0.1197,-0.0044,0.6835
1.0000,1.0000,1-1.txt,4.3010,0.9800,0.1384,-0.0105,0.6972
1.0000,1.0000,1-1.txt,4.3940,0.9905,0.1562,-0.0058,0.7076
1.0000,1.0000,1-1.txt,4.4870,0.9612,0.1533,0.0027,0.6780
1.0000,1.0000,1-1.txt,4.5820,0.9777,0.1446,0.0048,0.6944
1.0000,1.0000,1-1.txt,4.6750,0.9860,0.1346,0.0053,0.7026
1.0000,1.0000,1-1.txt,4.7680,0.9838,0.1480,0.0031,0.7005
1.0000,1.0000,1-1.txt,4.8610,0.9635,0.1422,-0.0038,0.6805
1.0000,1.0000,1-1.txt,4.9550,0.9860,0.1398,-0.0092,0.7032
1.0000,1.0000,1-1.txt,5.0480,0.9935,0.1495,-0.0063,0.7106
1.0000,1.0000,1-1.txt,5.1420,0.9718,0.1384,-0.0022,0.6887
1.0000,1.0000,1-1.txt,5.2360,0.9658,0.1158,-0.0035,0.6827
1.0000,1.0000,1-1.txt,5.3290,0.9598,0.1307,-0.0025,0.6767
1.0000,1.0000,1-1.txt,5.4220,1.0003,0.1269,0.0019,0.7170
1.0000,1.0000,1-1.txt,5.5150,1.0003,0.1254,0.0008,0.7171
1.0000,1.0000,1-1.txt,5.6100,0.9725,0.1264,-0.0029,0.6894
1.0000,1.0000,1-1.txt,5.7030,0.9485,0.1081,-0.0055,0.6655
1.0000,1.0000,1-1.txt,5.7960,0.9823,0.1086,-0.0134,0.6996
1.0000,1.0000,1-1.txt,5.8900,0.9972,0.1336,-0.0173,0.7147
1.0000,1.0000,1-1.txt,5.9830,1.0040,0.1384,-0.0134,0.7213
1.0000,1.0000,1-1.txt,6.0770,0.9972,0.1466,-0.0123,0.7145
1.0000,1.0000,1-1.txt,6.1700,0.9875,0.1370,-0.0122,0.7048
1.0000,1.0000,1-1.txt,6.2640,1.0220,0.1288,-0.0125,0.7393
1.0000,1.0000,1-1.txt,6.3570,0.9823,0.1076,-0.0148,0.6996
1.0000,1.0000,1-1.txt,6.4500,0.9740,0.1129,-0.0167,0.6914
1.0000,1.0000,1-1.txt,6.5450,0.9635,0.1331,-0.0142,0.6809
1.0000,1.0000,1-1.txt,6.6380,0.9747,0.1264,-0.0047,0.6918
1.0000,1.0000,1-1.txt,6.7310,0.9995,0.1206,-0.0024,0.7164
1.0000,1.0000,1-1.txt,6.8250,0.9958,0.1283,-0.0064,0.7128
1.0000,1.0000,1-1.txt,6.9180,0.9537,0.1317,-0.0095,0.6709
1.0000,1.0000,1-1.txt,7.0110,1.0108,0.1235,-0.0089,0.7279
1.0000,1.0000,1-1.txt,7.1050,0.9845,0.1110,0.0009,0.7013
1.0000,1.0000,1-1.txt,7.1990,0.9890,0.1168,0.0034,0.7057
1.0000,1.0000,1-1.txt,7.2920,0.9988,0.1019,-0.0025,0.7157
1.0000,1.0000,1-1.txt,7.3850,1.0115,0.1091,-0.0056,0.7285
1.0000,1.0000,1-1.txt,7.4790,0.9763,0.1129,-0.0099,0.6935
1.0000,1.0000,1-1.txt,7.5730,0.9860,0.0971,-0.0110,0.7032
1.0000,1.0000,1-1.txt,7.6660,0.9942,0.1163,-0.0065,0.7113
1.0000,1.0000,1-1.txt,7.7590,0.9620,0.1028,-0.0000,0.6788
1.0000,1.0000,1-1.txt,7.8530,0.9830,0.0952,0.0030,0.6997
1.0000,1.0000,1-1.txt,7.9460,0.9823,0.0990,-0.0026,0.6992
1.0000,1.0000,1-1.txt,8.0400,0.9695,0.1086,-0.0064,0.6866
1.0000,1.0000,1-1.txt,8.1340,0.9605,0.1206,-0.0046,0.6775
1.0000,1.0000,1-1.txt,8.2270,0.9853,0.1149,-0.0067,0.7023
1.0000,1.0000,1-1.txt,8.3200,0.9545,0.1086,-0.0098,0.6717
1.0000,1.0000,1-1.txt,8.4130,0.9718,0.0913,-0.0117,0.6890
1.0000,1.0000,1-1.txt,8.5080,0.9598,0.1129,-0.0148,0.6771
1.0000,1.0000,1-1.txt,8.6010,0.9575,0.1307,-0.0134,0.6748
1.0000,1.0000,1-1.txt,8.6940,0.9740,0.1096,-0.0065,0.6911
1.0000,1.0000,1-1.txt,8.7880,0.9747,0.1216,0.0009,0.6916
1.0000,1.0000,1-1.txt,8.8810,0.9688,0.1216,0.0055,0.6854
1.0000,1.0000,1-1.txt,8.9740,0.9777,0.1096,0.0108,0.6942
1.0000,1.0000,1-1.txt,9.0680,0.9283,0.1139,0.0087,0.6448
1.0000,1.0000,1-1.txt,9.1620,0.9747,0.1177,0.0053,0.6914
1.0000,1.0000,1-1.txt,9.2550,0.9590,0.1221,0.0091,0.6755
1.0000,1.0000,1-1.txt,9.3480,0.9560,0.1192,0.0089,0.6725
1.0000,1.0000,1-1.txt,9.4420,0.9800,0.1149,0.0073,0.6966
1.0000,1.0000,1-1.txt,9.5360,0.9605,0.1096,0.0097,0.6770
1.0000,1.0000,1-1.txt,9.6290,0.9703,0.1129,0.0186,0.6864
1.0000,1.0000,1-1.txt,9.7220,0.9808,0.0995,0.0253,0.6967
1.0000,1.0000,1-1.txt,9.8160,0.9695,0.1057,0.0270,0.6853
1.0000,1.0000,1-1.txt,9.9090,0.9688,0.0841,0.0193,0.6849
1.0000,1.0000,1-1.txt,10.0030,1.0048,0.0673,0.0086,0.7213
1.0000,1.0000,1-1.txt,10.0970,0.9770,0.0855,0.0131,0.6934
1.0000,1.0000,1-1.txt,10.1900,0.9695,0.0980,0.0189,0.6856
1.0000,1.0000,1-1.txt,10.2830,0.9560,0.1206,0.0196,0.6721
1.0000,1.0000,1-1.txt,10.3760,0.9545,0.1355,0.0206,0.6706
1.0000,1.0000,1-1.txt,10.4710,0.9245,0.1394,0.0217,0.6405
1.0000,1.0000,1-1.txt,10.5640,0.9440,0.1269,0.0261,0.6599
1.0000,1.0000,1-1.txt,10.6570,0.9620,0.1259,0.0286,0.6778
1.0000,1.0000,1-1.txt,10.7510,0.9410,0.1273,0.0281,0.6568
1.0000,1.0000,1-1.txt,10.8440,0.9365,0.1216,0.0265,0.6524
1.0000,1.0000,1-1.txt,10.9370,0.9515,0.1312,0.0276,0.6673
1.0000,1.0000,1-1.txt,11.0310,0.9328,0.1571,0.0329,0.6484
1.0000,1.0000,1-1.txt,11.1250,0.9283,0.1893,0.0342,0.6438
1.0000,1.0000,1-1.txt,11.2180,0.9642,0.1841,0.0295,0.6800
1.0000,1.0000,1-1.txt,11.3110,0.9530,0.1759,0.0310,0.6687
1.0000,1.0000,1-1.txt,11.4050,0.9493,0.1422,0.0430,0.6645
1.0000,1.0000,1-1.txt,11.4990,0.9395,0.1528,0.0476,0.6546
1.0000,1.0000,1-1.txt,11.5920,0.9598,0.1653,0.0412,0.6750
1.0000,1.0000,1-1.txt,11.6850,0.9372,0.1768,0.0344,0.6528
1.0000,1.0000,1-1.txt,11.7790,0.9898,0.1812,0.0277,0.7056
1.0000,1.0000,1-1.txt,11.8720,0.9800,0.1706,0.0204,0.6961
1.0000,1.0000,1-1.txt,11.9660,0.9605,0.1797,0.0220,0.6765
1.0000,1.0000,1-1.txt,12.0600,0.9635,0.2047,0.0305,0.6792
1.0000,1.0000,1-1.txt,12.1530,0.9890,0.2023,0.0346,0.7046
1.0000,1.0000,1-1.txt,12.2460,0.9650,0.2033,0.0325,0.6806
1.0000,1.0000,1-1.txt,12.3400,0.9575,0.1860,0.0302,0.6732
1.0000,1.0000,1-1.txt,12.4340,0.9545,0.1999,0.0287,0.6703
1.0000,1.0000,1-1.txt,12.5270,0.9680,0.2148,0.0227,0.6840
1.0000,1.0000,1-1.txt,12.6200,0.9463,0.1975,0.0189,0.6624
1.0000,1.0000,1-1.txt,12.7140,0.9793,0.1802,0.0229,0.6952
1.0000,1.0000,1-1.txt,12.8070,0.9890,0.1903,0.0347,0.7045
1.0000,1.0000,1-1.txt,12.9000,0.9808,0.2110,0.0405,0.6961
1.0000,1.0000,1-1.txt,12.9950,0.9582,0.2182,0.0378,0.6737
1.0000,1.0000,1-1.txt,13.0880,0.9800,0.2052,0.0377,0.6954
1.0000,1.0000,1-1.txt,13.1810,0.9658,0.2139,0.0317,0.6814
1.0000,1.0000,1-1.txt,13.2740,0.9552,0.2038,0.0267,0.6711
1.0000,1.0000,1-1.txt,13.3680,0.9860,0.1908,0.0246,0.7019
1.0000,1.0000,1-1.txt,13.4620,0.9770,0.2038,0.0186,0.6931
1.0000,1.0000,1-1.txt,13.5550,0.9665,0.2263,0.0204,0.6826
1.0000,1.0000,1-1.txt,13.6490,1.0010,0.2278,0.0390,0.7164
1.0000,1.0000,1-1.txt,13.7420,0.9875,0.2100,0.0551,0.7023
1.0000,1.0000,1-1.txt,13.8350,0.9703,0.2187,0.0521,0.6851
1.0000,1.0000,1-1.txt,13.9290,1.0137,0.2369,0.0439,0.7289
1.0000,1.0000,1-1.txt,14.0230,1.0055,0.2417,0.0453,0.7206
1.0000,1.0000,1-1.txt,14.1160,0.9635,0.2412,0.0509,0.6784
1.0000,1.0000,1-1.txt,14.2090,0.9928,0.2513,0.0483,0.7078
1.0000,1.0000,1-1.txt,14.3030,0.9838,0.2682,0.0390,0.6991
1.0000,1.0000,1-1.txt,14.3970,1.0122,0.2624,0.0321,0.7279
1.0000,1.0000,1-1.txt,14.4900,1.0085,0.2754,0.0316,0.7242
1.0000,1.0000,1-1.txt,14.5830,0.9883,0.2855,0.0327,0.7039
1.0000,1.0000,1-1.txt,14.6770,1.0078,0.2561,0.0406,0.7231
1.0000,1.0000,1-1.txt,14.7700,1.0205,0.2499,0.0565,0.7352
1.0000,1.0000,1-1.txt,14.8630,1.0063,0.2427,0.0627,0.7207
1.0000,1.0000,1-1.txt,14.9580,1.0010,0.2494,0.0548,0.7158
1.0000,1.0000,1-1.txt,15.0510,0.9860,0.2749,0.0489,0.7010
1.0000,1.0000,1-1.txt,15.1440,0.9680,0.3551,0.0541,0.6828
1.0000,1.0000,1-1.txt,15.2370,1.0048,0.3518,0.0649,0.7191
1.0000,1.0000,1-1.txt,15.3310,0.9972,0.3340,0.0710,0.7114
1.0000,1.0000,1-1.txt,15.4250,0.9980,0.3335,0.0675,0.7123
1.0000,1.0000,1-1.txt,15.5180,1.0265,0.3393,0.0673,0.7408
1.0000,1.0000,1-1.txt,15.6120,1.0048,0.3311,0.0668,0.7191
1.0000,1.0000,1-1.txt,15.7050,1.0025,0.3177,0.0613,0.7170
1.0000,1.0000,1-1.txt,15.7980,0.9905,0.3080,0.0627,0.7050
1.0000,1.0000,1-1.txt,15.8920,1.0272,0.3056,0.0597,0.7418
1.0000,1.0000,1-1.txt,15.9860,1.0122,0.2994,0.0524,0.7271
1.0000,1.0000,1-1.txt,16.0790,0.9995,0.3071,0.0572,0.7142
1.0000,1.0000,1-1.txt,16.1720,1.0160,0.3436,0.0694,0.7302
1.0000,1.0000,1-1.txt,16.2660,1.0122,0.3763,0.0757,0.7262
1.0000,1.0000,1-1.txt,16.3600,1.0055,0.3796,0.0739,0.7195
1.0000,1.0000,1-1.txt,16.4530,0.9860,0.3662,0.0701,0.7002
1.0000,1.0000,1-1.txt,16.5470,0.9965,0.3700,0.0519,0.7114
1.0000,1.0000,1-1.txt,16.6400,0.9935,0.3796,0.0356,0.7090
1.0000,1.0000,1-1.txt,16.7330,0.9808,0.4234,0.0477,0.6958
1.0000,1.0000,1-1.txt,16.8270,0.9665,0.4412,0.0609,0.6810
1.0000,1.0000,1-1.txt,16.9210,1.0025,0.4263,0.0577,0.7172
1.0000,1.0000,1-1.txt,17.0140,1.0108,0.4440,0.0554,0.7255
1.0000,1.0000,1-1.txt,17.1070,0.9912,0.4330,0.0640,0.7057
1.0000,1.0000,1-1.txt,17.2010,1.0085,0.4392,0.0685,0.7227
1.0000,1.0000,1-1.txt,17.2940,0.9838,0.4517,0.0697,0.6979
1.0000,1.0000,1-1.txt,17.3880,0.9958,0.4291,0.0780,0.7096
1.0000,1.0000,1-1.txt,17.4810,0.9672,0.4320,0.0875,0.6807
1.0000,1.0000,1-1.txt,17.5750,1.0070,0.4383,0.0866,0.7205
1.0000,1.0000,1-1.txt,17.6680,1.0025,0.4676,0.0787,0.7163
1.0000,1.0000,1-1.txt,17.7610,0.9845,0.4609,0.0762,0.6984
1.0000,1.0000,1-1.txt,17.8560,0.9950,0.4565,0.0740,0.7090
1.0000,1.0000,1-1.txt,17.9490,0.9695,0.4710,0.0708,0.6837
1.0000,1.0000,1-1.txt,18.0420,0.9605,0.4570,0.0689,0.6747
1.0000,1.0000,1-1.txt,18.1350,0.9912,0.4541,0.0629,0.7057
1.0000,1.0000,1-1.txt,18.2290,0.9680,0.5065,0.0621,0.6825
1.0000,1.0000,1-1.txt,18.3230,0.9718,0.5128,0.0685,0.6860
1.0000,1.0000,1-1.txt,18.4160,0.9860,0.4940,0.0698,0.7002
1.0000,1.0000,1-1.txt,18.5100,0.9988,0.4974,0.0720,0.7129
1.0000,1.0000,1-1.txt,18.6030,0.9823,0.5219,0.0819,0.6960
1.0000,1.0000,1-1.txt,18.6960,1.0092,0.5003,0.0882,0.7227
1.0000,1.0000,1-1.txt,18.7910,1.0130,0.5176,0.0954,0.7262
1.0000,1.0000,1-1.txt,18.8840,0.9823,0.5397,0.1070,0.6950
1.0000,1.0000,1-1.txt,18.9770,1.0078,0.5738,0.1112,0.7203
1.0000,1.0000,1-1.txt,19.0700,0.9988,0.5791,0.1083,0.7114
1.0000,1.0000,1-1.txt,19.1640,0.9935,0.5973,0.1020,0.7064
1.0000,1.0000,1-1.txt,19.2570,0.9552,0.6002,0.1066,0.6680
1.0000,1.0000,1-1.txt,19.3510,0.9178,0.5743,0.1121,0.6303
1.0000,1.0000,1-1.txt,19.4450,0.9642,0.5719,0.1167,0.6766
1.0000,1.0000,1-1.txt,19.5380,0.9755,0.5762,0.1237,0.6875
1.0000,1.0000,1-1.txt,19.6310,0.9672,0.5911,0.1124,0.6797
1.0000,1.0000,1-1.txt,19.7240,0.9785,0.6329,0.0992,0.6915
1.0000,1.0000,1-1.txt,19.8190,0.9800,0.6300,0.0990,0.6930
1.0000,1.0000,1-1.txt,19.9120,0.9793,0.6435,0.0994,0.6923
1.0000,1.0000,1-1.txt,20.0050,0.9672,0.6497,0.0965,0.6804
1.0000,1.0000,1-1.txt,20.0990,0.9770,0.6963,0.0993,0.6900
1.0000,1.0000,1-1.txt,20.1920,0.9718,0.7055,0.1040,0.6846
1.0000,1.0000,1-1.txt,20.2860,0.9710,0.7285,0.1006,0.6840
1.0000,1.0000,1-1.txt,20.3790,0.9823,0.7530,0.0908,0.6956
1.0000,1.0000,1-1.txt,20.4730,0.9515,0.7617,0.0858,0.6651
1.0000,1.0000,1-1.txt,20.5660,0.9770,0.7723,0.0931,0.6903
1.0000,1.0000,1-1.txt,20.6590,0.9800,0.7478,0.0984,0.6931
1.0000,1.0000,1-1.txt,20.7540,0.9883,0.7896,0.0924,0.7015
1.0000,1.0000,1-1.txt,20.8470,1.0055,0.7910,0.0871,0.7190
1.0000,1.0000,1-1.txt,20.9400,0.9942,0.8165,0.0983,0.7073
1.0000,1.0000,1-1.txt,21.0330,0.9838,0.8146,0.1057,0.6965
1.0000,1.0000,1-1.txt,21.1270,1.0078,0.8001,0.0967,0.7209
1.0000,1.0000,1-1.txt,21.2200,0.9965,0.7958,0.0932,0.7098
1.0000,1.0000,1-1.txt,21.3140,0.9672,0.7862,0.0983,0.6803
1.0000,1.0000,1-1.txt,21.4080,0.9665,0.7828,0.1022,0.6794
1.0000,1.0000,1-1.txt,21.5010,0.9912,0.7973,0.1115,0.7038
1.0000,1.0000,1-1.txt,21.5940,0.9763,0.8016,0.1078,0.6889
1.0000,1.0000,1-1.txt,21.6880,0.9777,0.8194,0.0959,0.6909
1.0000,1.0000,1-1.txt,21.7820,0.9740,0.8213,0.0921,0.6873
1.0000,1.0000,1-1.txt,21.8750,0.9747,0.8194,0.0866,0.6883
1.0000,1.0000,1-1.txt,21.9680,0.9808,0.8319,0.0838,0.6944
1.0000,1.0000,1-1.txt,22.0620,0.9830,0.8852,0.0831,0.6967
1.0000,1.0000,1-1.txt,22.1550,0.9808,0.8842,0.0833,0.6944
1.0000,1.0000,1-1.txt,22.2490,0.9733,0.8275,0.0830,0.6869
1.0000,1.0000,1-1.txt,22.3430,0.9477,0.8246,0.0818,0.6615
1.0000,1.0000,1-1.txt,22.4360,0.9523,0.8938,0.0791,0.6661
1.0000,1.0000,1-1.txt,22.5290,0.9763,0.8866,0.0861,0.6898
1.0000,1.0000,1-1.txt,22.6220,0.9658,0.8982,0.0981,0.6788
1.0000,1.0000,1-1.txt,22.7170,0.9507,0.9063,0.1067,0.6635
1.0000,1.0000,1-1.txt,22.8100,0.9470,0.9381,0.1137,0.6594
1.0000,1.0000,1-1.txt,22.9030,0.9410,0.9486,0.1128,0.6535
1.0000,1.0000,1-1.txt,22.9970,0.9628,1.0457,0.1135,0.6752
1.0000,1.0000,1-1.txt,23.0900,0.9537,0.9842,0.1172,0.6661
1.0000,1.0000,1-1.txt,23.1830,0.9350,1.0087,0.1205,0.6472
1.0000,1.0000,1-1.txt,23.2780,0.9552,1.0092,0.1268,0.6672
1.0000,1.0000,1-1.txt,23.3710,0.9628,1.0101,0.1240,0.6748
1.0000,1.0000,1-1.txt,23.4640,0.9815,1.0125,0.1083,0.6942
1.0000,1.0000,1-1.txt,23.5570,0.9447,0.9919,0.0988,0.6578
1.0000,1.0000,1-1.txt,23.6510,0.9747,1.0303,0.1142,0.6872
1.0000,1.0000,1-1.txt,23.7450,0.9665,1.0327,0.1273,0.6784
1.0000,1.0000,1-1.txt,23.8380,0.9620,1.0500,0.1153,0.6744
1.0000,1.0000,1-1.txt,23.9320,0.9920,1.0404,0.1161,0.7043
1.0000,1.0000,1-1.txt,24.0250,0.9537,1.0741,0.1280,0.6656
1.0000,1.0000,1-1.txt,24.1180,0.9763,1.0909,0.1219,0.6884
1.0000,1.0000,1-1.txt,24.2120,0.9763,1.1101,0.1113,0.6888
1.0000,1.0000,1-1.txt,24.3060,0.9612,1.1187,0.1104,0.6738
1.0000,1.0000,1-1.txt,24.3990,0.9912,1.1163,0.0956,0.7044
1.0000,1.0000,1-1.txt,24.4920,0.9958,1.1413,0.0883,0.7092
1.0000,1.0000,1-1.txt,24.5860,0.9838,1.1596,0.0957,0.6969
1.0000,1.0000,1-1.txt,24.6800,0.9823,1.1807,0.0976,0.6953
1.0000,1.0000,1-1.txt,24.7730,0.9485,1.1961,0.1100,0.6611
1.0000,1.0000,1-1.txt,24.8670,0.9358,1.1745,0.1184,0.6480
1.0000,1.0000,1-1.txt,24.9600,0.9440,1.1706,0.1286,0.6558
1.0000,1.0000,1-1.txt,25.0530,0.9658,1.1711,0.1356,0.6773
1.0000,1.0000,1-1.txt,25.1470,0.9612,1.2028,0.1345,0.6728
1.0000,1.0000,1-1.txt,25.2410,0.9672,1.1879,0.1332,0.6789
1.0000,1.0000,1-1.txt,25.3340,0.9860,1.2000,0.1335,0.6976
1.0000,1.0000,1-1.txt,25.4270,0.9350,1.2547,0.1330,0.6467
1.0000,1.0000,1-1.txt,25.5210,0.9417,1.2730,0.1259,0.6537
1.0000,1.0000,1-1.txt,25.6140,0.9560,1.2394,0.1193,0.6682
1.0000,1.0000,1-1.txt,25.7080,0.9755,1.2523,0.1151,0.6879
1.0000,1.0000,1-1.txt,25.8010,0.9425,1.2764,0.1184,0.6548
1.0000,1.0000,1-1.txt,25.8950,0.9898,1.2735,0.1161,0.7021
1.0000,1.0000,1-1.txt,25.9880,0.9612,1.2677,0.1074,0.6739
1.0000,1.0000,1-1.txt,26.0810,0.9853,1.2793,0.1070,0.6980
1.0000,1.0000,1-1.txt,26.1760,0.9658,1.3047,0.1038,0.6786
1.0000,1.0000,1-1.txt,26.2690,0.9942,1.3523,0.1043,0.7071
1.0000,1.0000,1-1.txt,26.3620,0.9815,1.3566,0.1161,0.6938
1.0000,1.0000,1-1.txt,26.4550,0.9575,1.3927,0.1209,0.6697
1.0000,1.0000,1-1.txt,26.5490,0.9980,1.4143,0.1153,0.7104
1.0000,1.0000,1-1.txt,26.6430,0.9650,1.4273,0.1218,0.6771
1.0000,1.0000,1-1.txt,26.7360,0.9875,1.4268,0.1343,0.6991
1.0000,1.0000,1-1.txt,26.8300,0.9785,1.4369,0.1210,0.6906
1.0000,1.0000,1-1.txt,26.9230,1.0017,1.4484,0.1028,0.7146
1.0000,1.0000,1-1.txt,27.0160,0.9853,1.4465,0.1046,0.6981
1.0000,1.0000,1-1.txt,27.1110,1.0100,1.4460,0.1096,0.7226
1.0000,1.0000,1-1.txt,27.2040,1.0010,1.4499,0.1115,0.7135
1.0000,1.0000,1-1.txt,27.2970,0.9658,1.4710,0.1154,0.6781
1.0000,1.0000,1-1.txt,27.3900,1.0265,1.4595,0.1169,0.7388
1.0000,1.0000,1-1.txt,27.4840,1.0175,1.4638,0.1139,0.7299
1.0000,1.0000,1-1.txt,27.5770,0.9912,1.4960,0.1098,0.7039
1.0000,1.0000,1-1.txt,27.6710,0.9928,1.4811,0.1042,0.7056
1.0000,1.0000,1-1.txt,27.7650,1.0092,1.4931,0.1001,0.7222
1.0000,1.0000,1-1.txt,27.8580,0.9612,1.5239,0.0912,0.6746
1.0000,1.0000,1-1.txt,27.9510,0.9965,1.5176,0.0811,0.7103
1.0000,1.0000,1-1.txt,28.0440,0.9980,1.5234,0.0811,0.7118
1.0000,1.0000,1-1.txt,28.1390,0.9605,1.5734,0.0861,0.6741
1.0000,1.0000,1-1.txt,28.2320,0.9755,1.5940,0.0885,0.6890
1.0000,1.0000,1-1.txt,28.3250,1.0100,1.5637,0.0852,0.7236
1.0000,1.0000,1-1.txt,28.4190,0.9950,1.5618,0.0806,0.7088
1.0000,1.0000,1-1.txt,28.5120,0.9853,1.5585,0.0795,0.6991
1.0000,1.0000,1-1.txt,28.6060,0.9972,1.5695,0.0842,0.7109
1.0000,1.0000,1-1.txt,28.6990,0.9958,1.6065,0.0813,0.7095
1.0000,1.0000,1-1.txt,28.7930,0.9650,1.6132,0.0805,0.6788
1.0000,1.0000,1-1.txt,28.8860,0.9853,1.6070,0.0874,0.6988
1.0000,1.0000,1-1.txt,28.9790,1.0115,1.6012,0.0868,0.7250
1.0000,1.0000,1-1.txt,29.0740,0.9838,1.6205,0.0876,0.6972
1.0000,1.0000,1-1.txt,29.1670,0.9868,1.6421,0.0938,0.7000
1.0000,1.0000,1-1.txt,29.2600,1.0048,1.6488,0.0957,0.7179
1.0000,1.0000,1-1.txt,29.3530,0.9695,1.6310,0.0967,0.6826
1.0000,1.0000,1-1.txt,29.4470,1.0017,1.6483,0.0947,0.7150
1.0000,1.0000,1-1.txt,29.5400,1.0115,1.6656,0.0907,0.7249
1.0000,1.0000,1-1.txt,29.6340,0.9958,1.6897,0.0886,0.7092
1.0000,1.0000,1-1.txt,29.7280,0.9898,1.6892,0.0963,0.7029
1.0000,1.0000,1-1.txt,29.8210,1.0100,1.6925,0.1101,0.7226
1.0000,1.0000,1-1.txt,29.9140,0.9823,1.6719,0.1140,0.6947
1.0000,1.0000,1-1.txt,30.0080,0.9845,1.6844,0.1152,0.6969
1.0000,1.0000,1-1.txt,30.1020,0.9785,1.7026,0.1132,0.6910
1.0000,1.0000,1-1.txt,30.1950,1.0092,1.6930,0.1058,0.7220
1.0000,1.0000,1-1.txt,30.2880,0.9965,1.7074,0.1045,0.7093
1.0000,1.0000,1-1.txt,30.3820,0.9883,1.7257,0.1149,0.7006
1.0000,1.0000,1-1.txt,30.4750,0.9703,1.7411,0.1207,0.6824
1.0000,1.0000,1-1.txt,30.5690,0.9178,1.7478,0.1146,0.6302
1.0000,1.0000,1-1.txt,30.6630,0.9763,1.7742,0.1090,0.6889
1.0000,1.0000,1-1.txt,30.7560,0.9815,1.8016,0.1144,0.6939
