pressure_series__bar,reference_pressure_round__bar,filename,time__s,pressure__bar,mass__g,mass_flow_rate__g_per_s,basket_pressure__bar
9.0000,9.0000,9-2.txt,93.9980,9.0680,127.7212,1.9065,8.6524
9.0000,9.0000,9-2.txt,94.0910,9.0500,127.9182,1.8991,8.6352
9.0000,9.0000,9-2.txt,94.1850,8.9908,128.0898,1.9035,8.5754
9.0000,9.0000,9-2.txt,94.2780,8.9757,128.2527,1.9071,8.5601
9.0000,9.0000,9-2.txt,94.3710,9.0087,128.4987,1.9039,8.5934
9.0000,9.0000,9-2.txt,94.4640,9.0463,128.7361,1.9046,8.6308
9.0000,9.0000,9-2.txt,94.5580,9.0530,128.8640,1.9080,8.6372
9.0000,9.0000,9-2.txt,94.6510,9.0252,129.0273,1.9068,8.6096
9.0000,9.0000,9-2.txt,94.7450,9.0133,129.2090,1.8899,8.5993
9.0000,9.0000,9-2.txt,94.8380,9.0575,129.3863,1.8696,8.6456
9.0000,9.0000,9-2.txt,94.9310,9.0590,129.5762,1.8559,8.6485
9.0000,9.0000,9-2.txt,95.0240,9.1167,129.7770,1.8464,8.7072
9.0000,9.0000,9-2.txt,95.1170,9.1033,129.9543,1.8421,8.6942
9.0000,9.0000,9-2.txt,95.2110,9.0838,130.1312,1.8387,8.6750
9.0000,9.0000,9-2.txt,95.3040,9.1040,130.2811,1.8466,8.6945
9.0000,9.0000,9-2.txt,95.3970,9.0777,130.4503,1.8604,8.6668
9.0000,9.0000,9-2.txt,95.4900,9.1077,130.6113,1.8656,8.6963
9.0000,9.0000,9-2.txt,95.5830,9.0980,130.7718,1.8656,8.6865
9.0000,9.0000,9-2.txt,95.6760,9.0920,130.9717,1.8663,8.6805
9.0000,9.0000,9-2.txt,95.7700,9.1100,131.1370,1.8568,8.6994
9.0000,9.0000,9-2.txt,95.8630,9.0612,131.3062,1.8375,8.6526
9.0000,9.0000,9-2.txt,95.9560,9.0485,131.4628,1.8373,8.6399
9.0000,9.0000,9-2.txt,96.0490,9.0463,131.6248,1.8451,8.6369
9.0000,9.0000,9-2.txt,96.1420,9.0710,131.7843,1.8440,8.6617
9.0000,9.0000,9-2.txt,96.2360,9.0935,131.9040,1.8489,8.6837
9.0000,9.0000,9-2.txt,96.3300,9.0973,132.0424,1.8559,8.6868
9.0000,9.0000,9-2.txt,96.4230,9.0545,132.2072,1.8474,8.6449
9.0000,9.0000,9-2.txt,96.5160,9.0455,132.3649,1.8364,8.6370
9.0000,9.0000,9-2.txt,96.6090,9.0672,132.5210,1.8358,8.6588
9.0000,9.0000,9-2.txt,96.7030,9.1100,132.6907,1.8406,8.7011
9.0000,9.0000,9-2.txt,96.7960,9.1250,132.9127,1.8436,8.7158
9.0000,9.0000,9-2.txt,96.8890,9.0980,133.1073,1.8490,8.6882
9.0000,9.0000,9-2.txt,96.9820,9.0965,133.3144,1.8546,8.6862
9.0000,9.0000,9-2.txt,97.0750,9.0942,133.4740,1.8482,8.6845
9.0000,9.0000,9-2.txt,97.1680,9.0898,133.6513,1.8397,8.6809
9.0000,9.0000,9-2.txt,97.2620,9.1280,133.8296,1.8381,8.7193
9.0000,9.0000,9-2.txt,97.3550,9.1160,134.0257,1.8361,8.7075
9.0000,9.0000,9-2.txt,97.4480,9.1197,134.1929,1.8360,8.7113
9.0000,9.0000,9-2.txt,97.5410,9.1265,134.3606,1.8405,8.7176
9.0000,9.0000,9-2.txt,97.6340,9.1048,134.5293,1.8511,8.6948
9.0000,9.0000,9-2.txt,97.7280,9.1122,134.7489,1.8657,8.7008
9.0000,9.0000,9-2.txt,97.8210,9.1048,134.9392,1.8759,8.6923
9.0000,9.0000,9-2.txt,97.9140,9.1475,135.0906,1.8801,8.7346
9.0000,9.0000,9-2.txt,98.0080,9.1625,135.2559,1.8793,8.7497
9.0000,9.0000,9-2.txt,98.1010,9.1483,135.4409,1.8792,8.7354
9.0000,9.0000,9-2.txt,98.1940,9.1250,135.6082,1.8787,8.7122
9.0000,9.0000,9-2.txt,98.2880,9.1025,135.7792,1.8765,8.6899
9.0000,9.0000,9-2.txt,98.3810,9.1498,135.9710,1.8675,8.7381
9.0000,9.0000,9-2.txt,98.4740,9.1798,136.1334,1.8541,8.7695
9.0000,9.0000,9-2.txt,98.5670,9.1828,136.2944,1.8406,8.7738
9.0000,9.0000,9-2.txt,98.6600,9.1707,136.4482,1.8345,8.7624
9.0000,9.0000,9-2.txt,98.7540,9.1250,136.6197,1.8285,8.7173
9.0000,9.0000,9-2.txt,98.8470,9.1677,136.7644,1.8224,8.7606
9.0000,9.0000,9-2.txt,98.9400,9.1647,136.9379,1.8163,8.7582
9.0000,9.0000,9-2.txt,99.0330,9.1723,137.1114,1.8102,8.7663
9.0000,9.0000,9-2.txt,99.1260,9.1812,137.2776,1.8042,8.7759
9.0000,9.0000,9-2.txt,99.2200,9.1880,137.4525,1.7981,8.7833
9.0000,9.0000,9-2.txt,99.3130,9.2097,137.6405,1.7920,8.8056
9.0000,9.0000,9-2.txt,99.4060,9.1925,137.7990,1.7859,8.7890
9.0000,9.0000,9-2.txt,99.4990,9.1760,137.9494,1.7799,8.7731
9.0000,9.0000,9-2.txt,99.5920,9.1812,138.1225,1.7738,8.7789
9.0000,9.0000,9-2.txt,99.6850,9.2210,138.3368,1.7677,8.8193
9.0000,9.0000,9-2.txt,99.7790,9.2367,138.5285,1.7616,8.8356
9.0000,9.0000,9-2.txt,99.8730,9.2540,138.6900,1.7556,8.8534
9.0000,9.0000,9-2.txt,99.9660,9.1910,138.8197,1.7495,8.7910
9.0000,9.0000,9-3.txt,0.0000,8.6308,0.0269,-0.0374,8.3489
9.0000,9.0000,9-3.txt,0.0940,8.6585,0.0178,-0.0360,8.3766
9.0000,9.0000,9-3.txt,0.1870,8.8468,0.0231,-0.0345,8.5648
9.0000,9.0000,9-3.txt,0.2800,8.8340,0.0442,-0.0331,8.5520
9.0000,9.0000,9-3.txt,0.3730,8.9855,0.0279,-0.0317,8.7035
9.0000,9.0000,9-3.txt,0.4660,9.1197,-0.0062,-0.0302,8.8377
9.0000,9.0000,9-3.txt,0.5600,9.1715,-0.0053,-0.0288,8.8894
9.0000,9.0000,9-3.txt,0.6540,9.2473,0.0101,-0.0273,8.9651
9.0000,9.0000,9-3.txt,0.7470,9.2855,0.0096,-0.0259,9.0033
9.0000,9.0000,9-3.txt,0.8400,9.2945,0.0096,-0.0244,9.0122
9.0000,9.0000,9-3.txt,0.9330,9.3267,0.0317,-0.0230,9.0444
9.0000,9.0000,9-3.txt,1.0260,9.2937,0.0476,-0.0215,9.0114
9.0000,9.0000,9-3.txt,1.1200,9.2900,0.0087,-0.0201,9.0076
9.0000,9.0000,9-3.txt,1.2130,9.2945,0.0005,-0.0187,9.0120
9.0000,9.0000,9-3.txt,1.3060,9.3163,0.0096,-0.0172,9.0337
9.0000,9.0000,9-3.txt,1.3990,9.3470,0.0077,-0.0158,9.0644
9.0000,9.0000,9-3.txt,1.4920,9.2908,0.0010,-0.0138,9.0081
9.0000,9.0000,9-3.txt,1.5870,9.2930,0.0139,-0.0126,9.0103
9.0000,9.0000,9-3.txt,1.6800,9.2870,0.0096,-0.0128,9.0043
9.0000,9.0000,9-3.txt,1.7730,9.3110,-0.0077,-0.0139,9.0283
9.0000,9.0000,9-3.txt,1.8660,9.3522,-0.0183,-0.0094,9.0694
9.0000,9.0000,9-3.txt,1.9590,9.2945,-0.0317,-0.0062,9.0116
9.0000,9.0000,9-3.txt,2.0530,9.2870,-0.0346,-0.0095,9.0042
9.0000,9.0000,9-3.txt,2.1460,9.2840,-0.0288,-0.0121,9.0013
9.0000,9.0000,9-3.txt,2.2390,9.3125,-0.0336,-0.0098,9.0297
9.0000,9.0000,9-3.txt,2.3320,9.3455,-0.0384,-0.0109,9.0627
9.0000,9.0000,9-3.txt,2.4250,9.3065,-0.0437,-0.0176,9.0240
9.0000,9.0000,9-3.txt,2.5190,9.2728,-0.0370,-0.0152,8.9901
9.0000,9.0000,9-3.txt,2.6130,9.2622,-0.0351,-0.0038,8.9792
9.0000,9.0000,9-3.txt,2.7060,9.3095,-0.0312,0.0014,9.0263
9.0000,9.0000,9-3.txt,2.7990,9.3350,-0.0163,0.0023,9.0518
9.0000,9.0000,9-3.txt,2.8920,9.3035,-0.0115,0.0045,9.0202
9.0000,9.0000,9-3.txt,2.9850,9.2728,-0.0231,0.0002,8.9896
9.0000,9.0000,9-3.txt,3.0790,9.2450,-0.0077,-0.0043,8.9620
9.0000,9.0000,9-3.txt,3.1720,9.2990,0.0024,-0.0005,9.0159
9.0000,9.0000,9-3.txt,3.2650,9.3313,-0.0096,0.0049,9.0479
9.0000,9.0000,9-3.txt,3.3580,9.3005,-0.0221,0.0082,9.0170
9.0000,9.0000,9-3.txt,3.4520,9.2622,-0.0245,0.0105,8.9787
9.0000,9.0000,9-3.txt,3.5450,9.2405,-0.0250,0.0145,8.9568
9.0000,9.0000,9-3.txt,3.6390,9.2923,-0.0245,0.0196,9.0084
9.0000,9.0000,9-3.txt,3.7320,9.3305,-0.0125,0.0227,9.0465
9.0000,9.0000,9-3.txt,3.8250,9.2967,-0.0087,0.0230,9.0127
9.0000,9.0000,9-3.txt,3.9180,9.2660,-0.0135,0.0200,8.9821
9.0000,9.0000,9-3.txt,4.0110,9.2315,-0.0168,0.0141,8.9478
9.0000,9.0000,9-3.txt,4.1050,9.2892,0.0062,0.0112,9.0057
9.0000,9.0000,9-3.txt,4.1980,9.3275,0.0144,0.0066,9.0441
9.0000,9.0000,9-3.txt,4.2910,9.2975,0.0183,0.0028,9.0142
9.0000,9.0000,9-3.txt,4.3850,9.2705,0.0187,0.0058,8.9871
9.0000,9.0000,9-3.txt,4.4780,9.2270,-0.0010,0.0023,8.9438
9.0000,9.0000,9-3.txt,4.5720,9.2833,0.0014,-0.0087,9.0004
9.0000,9.0000,9-3.txt,4.6650,9.3140,-0.0010,-0.0146,9.0314
9.0000,9.0000,9-3.txt,4.7580,9.2923,0.0048,-0.0109,9.0095
9.0000,9.0000,9-3.txt,4.8510,9.2668,-0.0058,-0.0100,8.9840
9.0000,9.0000,9-3.txt,4.9440,9.2195,0.0014,-0.0128,8.9368
9.0000,9.0000,9-3.txt,5.0370,9.2885,0.0207,-0.0112,9.0057
9.0000,9.0000,9-3.txt,5.1310,9.3020,0.0317,-0.0140,9.0194
9.0000,9.0000,9-3.txt,5.2240,9.2892,0.0293,-0.0172,9.0067
9.0000,9.0000,9-3.txt,5.3170,9.2660,0.0231,-0.0107,8.9832
9.0000,9.0000,9-3.txt,5.4110,9.2127,0.0135,-0.0046,8.9298
9.0000,9.0000,9-3.txt,5.5040,9.2945,-0.0029,-0.0113,9.0118
9.0000,9.0000,9-3.txt,5.5980,9.2952,0.0029,-0.0209,9.0129
9.0000,9.0000,9-3.txt,5.6910,9.2885,-0.0106,-0.0243,9.0062
9.0000,9.0000,9-3.txt,5.7840,9.2743,0.0010,-0.0217,8.9919
9.0000,9.0000,9-3.txt,5.8770,9.2037,0.0000,-0.0144,8.9211
9.0000,9.0000,9-3.txt,5.9700,9.2952,-0.0159,-0.0107,9.0125
9.0000,9.0000,9-3.txt,6.0640,9.2825,-0.0384,-0.0085,8.9997
9.0000,9.0000,9-3.txt,6.1570,9.2923,-0.0519,-0.0032,9.0092
9.0000,9.0000,9-3.txt,6.2500,9.2690,-0.0418,0.0027,8.9857
9.0000,9.0000,9-3.txt,6.3440,9.2082,-0.0620,0.0035,8.9250
9.0000,9.0000,9-3.txt,6.4370,9.2937,-0.0610,-0.0029,9.0107
9.0000,9.0000,9-3.txt,6.5300,9.2720,-0.0529,-0.0096,8.9892
9.0000,9.0000,9-3.txt,6.6240,9.2863,-0.0649,-0.0094,9.0034
9.0000,9.0000,9-3.txt,6.7170,9.2637,-0.0557,-0.0035,8.9807
9.0000,9.0000,9-3.txt,6.8100,9.2082,-0.0284,0.0011,8.9251
9.0000,9.0000,9-3.txt,6.9030,9.2983,-0.0288,0.0045,9.0149
9.0000,9.0000,9-3.txt,6.9960,9.2645,-0.0476,0.0042,8.9812
9.0000,9.0000,9-3.txt,7.0900,9.2855,-0.0533,0.0029,9.0022
9.0000,9.0000,9-3.txt,7.1830,9.2533,-0.0553,0.0023,8.9700
9.0000,9.0000,9-3.txt,7.2760,9.2188,-0.0341,0.0031,8.9355
9.0000,9.0000,9-3.txt,7.3700,9.2923,-0.0327,0.0111,9.0087
9.0000,9.0000,9-3.txt,7.4630,9.2668,-0.0298,0.0158,8.9830
9.0000,9.0000,9-3.txt,7.5570,9.2848,-0.0202,0.0192,9.0009
9.0000,9.0000,9-3.txt,7.6500,9.2435,0.0043,0.0216,8.9595
9.0000,9.0000,9-3.txt,7.7430,9.2172,0.0091,0.0234,8.9332
9.0000,9.0000,9-3.txt,7.8360,9.2877,0.0053,0.0267,9.0036
9.0000,9.0000,9-3.txt,7.9290,9.2637,-0.0010,0.0257,8.9796
9.0000,9.0000,9-3.txt,8.0220,9.2825,-0.0034,0.0287,8.9983
9.0000,9.0000,9-3.txt,8.1160,9.2427,0.0087,0.0304,8.9585
9.0000,9.0000,9-3.txt,8.2090,9.2135,0.0221,0.0231,8.9295
9.0000,9.0000,9-3.txt,8.3030,9.2833,0.0192,0.0159,8.9995
9.0000,9.0000,9-3.txt,8.3960,9.2495,0.0159,0.0172,8.9657
9.0000,9.0000,9-3.txt,8.4890,9.2750,0.0072,0.0236,8.9910
9.0000,9.0000,9-3.txt,8.5830,9.2353,0.0005,0.0277,8.9511
9.0000,9.0000,9-3.txt,8.6760,9.2120,0.0014,0.0253,8.9279
9.0000,9.0000,9-3.txt,8.7690,9.2795,0.0154,0.0233,8.9955
9.0000,9.0000,9-3.txt,8.8620,9.2353,0.0308,0.0258,8.9511
9.0000,9.0000,9-3.txt,8.9550,9.2675,0.0048,0.0247,8.9834
9.0000,9.0000,9-3.txt,9.0480,9.2203,0.0144,0.0158,8.9365
9.0000,9.0000,9-3.txt,9.1420,9.2037,0.0154,0.0084,8.9203
9.0000,9.0000,9-3.txt,9.2350,9.2465,0.0149,0.0116,8.9629
9.0000,9.0000,9-3.txt,9.3280,9.1948,0.0154,0.0168,8.9110
9.0000,9.0000,9-3.txt,9.4220,9.2225,0.0183,0.0157,8.9388
9.0000,9.0000,9-3.txt,9.5150,9.1820,0.0293,0.0127,8.8984
9.0000,9.0000,9-3.txt,9.6090,9.1948,0.0255,0.0116,8.9112
9.0000,9.0000,9-3.txt,9.7020,9.2360,0.0235,0.0112,8.9524
9.0000,9.0000,9-3.txt,9.7950,9.1835,0.0111,0.0096,8.9000
9.0000,9.0000,9-3.txt,9.8880,9.2090,0.0115,0.0063,8.9256
9.0000,9.0000,9-3.txt,9.9810,9.1685,0.0235,0.0025,8.8852
9.0000,9.0000,9-3.txt,10.0750,9.1700,0.0274,0.0000,8.8868
9.0000,9.0000,9-3.txt,10.1680,9.2188,0.0288,-0.0007,8.9356
9.0000,9.0000,9-3.txt,10.2610,9.1707,0.0389,-0.0008,8.8876
9.0000,9.0000,9-3.txt,10.3540,9.1955,0.0476,0.0043,8.9122
9.0000,9.0000,9-3.txt,10.4480,9.1565,0.0447,0.0065,8.8731
9.0000,9.0000,9-3.txt,10.5410,9.1423,0.0303,0.0059,8.8589
9.0000,9.0000,9-3.txt,10.6350,9.2052,0.0317,0.0077,8.9218
9.0000,9.0000,9-3.txt,10.7280,9.1467,0.0495,0.0067,8.8633
9.0000,9.0000,9-3.txt,10.8210,9.1902,0.0514,0.0057,8.9069
9.0000,9.0000,9-3.txt,10.9140,9.1392,0.0346,0.0050,8.8559
9.0000,9.0000,9-3.txt,11.0070,9.1370,0.0437,0.0049,8.8537
9.0000,9.0000,9-3.txt,11.1010,9.1962,0.0538,0.0007,8.9131
9.0000,9.0000,9-3.txt,11.1940,9.1325,0.0519,-0.0038,8.8495
9.0000,9.0000,9-3.txt,11.2870,9.1828,0.0384,-0.0039,8.8997
9.0000,9.0000,9-3.txt,11.3800,9.1273,0.0211,-0.0058,8.8443
9.0000,9.0000,9-3.txt,11.4730,9.1325,0.0010,-0.0099,8.8497
9.0000,9.0000,9-3.txt,11.5680,9.1858,0.0014,-0.0116,8.9030
9.0000,9.0000,9-3.txt,11.6610,9.1205,0.0115,-0.0152,8.8379
9.0000,9.0000,9-3.txt,11.7540,9.1685,0.0303,-0.0247,8.8862
9.0000,9.0000,9-3.txt,11.8470,9.1280,0.0303,-0.0319,8.8460
9.0000,9.0000,9-3.txt,11.9400,9.1085,0.0264,-0.0316,8.8265
9.0000,9.0000,9-3.txt,12.0330,9.1842,0.0375,-0.0290,8.9021
9.0000,9.0000,9-3.txt,12.1270,9.1077,0.0375,-0.0278,8.8256
9.0000,9.0000,9-3.txt,12.2200,9.1572,0.0317,-0.0269,8.8751
9.0000,9.0000,9-3.txt,12.3130,9.1145,0.0351,-0.0204,8.8321
9.0000,9.0000,9-3.txt,12.4060,9.0875,0.0418,-0.0158,8.8049
9.0000,9.0000,9-3.txt,12.4990,9.1602,0.0418,-0.0198,8.8778
9.0000,9.0000,9-3.txt,12.5940,9.0950,0.0106,-0.0204,8.8126
9.0000,9.0000,9-3.txt,12.6870,9.1475,0.0005,-0.0146,8.8649
9.0000,9.0000,9-3.txt,12.7800,9.0958,-0.0019,-0.0062,8.8128
9.0000,9.0000,9-3.txt,12.8730,9.0747,0.0019,0.0006,8.7916
9.0000,9.0000,9-3.txt,12.9660,9.1452,-0.0096,0.0018,8.8620
9.0000,9.0000,9-3.txt,13.0590,9.0838,-0.0024,0.0013,8.8005
9.0000,9.0000,9-3.txt,13.1530,9.1265,-0.0192,-0.0000,8.8433
9.0000,9.0000,9-3.txt,13.2460,9.0920,-0.0389,-0.0010,8.8089
9.0000,9.0000,9-3.txt,13.3390,9.0478,-0.0548,-0.0005,8.7646
9.0000,9.0000,9-3.txt,13.4320,9.1370,-0.0543,-0.0040,8.8540
9.0000,9.0000,9-3.txt,13.5250,9.0732,-0.0529,-0.0087,8.7904
9.0000,9.0000,9-3.txt,13.6190,9.1220,-0.0279,-0.0089,8.8392
9.0000,9.0000,9-3.txt,13.7120,9.0800,-0.0274,-0.0004,8.7969
9.0000,9.0000,9-3.txt,13.8060,9.0350,-0.0048,0.0046,8.7517
9.0000,9.0000,9-3.txt,13.8990,9.1100,-0.0082,-0.0003,8.8269
9.0000,9.0000,9-3.txt,13.9920,9.0702,-0.0091,-0.0001,8.7871
9.0000,9.0000,9-3.txt,14.0860,9.0950,-0.0034,0.0056,8.8116
9.0000,9.0000,9-3.txt,14.1790,9.0635,0.0091,0.0083,8.7800
9.0000,9.0000,9-3.txt,14.2720,8.9967,0.0144,0.0112,8.7132
9.0000,9.0000,9-3.txt,14.3650,9.0883,0.0106,0.0174,8.8044
9.0000,9.0000,9-3.txt,14.4580,9.0515,0.0014,0.0160,8.7677
9.0000,9.0000,9-3.txt,14.5510,9.0808,0.0183,0.0146,8.7971
9.0000,9.0000,9-3.txt,14.6450,9.0418,0.0226,0.0233,8.7577
9.0000,9.0000,9-3.txt,14.7380,8.9893,0.0317,0.0324,8.7049
9.0000,9.0000,9-3.txt,14.8310,9.0747,0.0216,0.0459,8.7899
9.0000,9.0000,9-3.txt,14.9250,9.0605,0.0183,0.0586,8.7751
9.0000,9.0000,9-3.txt,15.0180,9.0800,0.0058,0.0571,8.7947
9.0000,9.0000,9-3.txt,15.1120,9.0515,0.0115,0.0546,8.7663
9.0000,9.0000,9-3.txt,15.2050,8.9885,0.0524,0.0545,8.7033
9.0000,9.0000,9-3.txt,15.2980,9.0800,0.0505,0.0521,8.7949
9.0000,9.0000,9-3.txt,15.3910,9.0732,0.0308,0.0496,8.7882
9.0000,9.0000,9-3.txt,15.4840,9.0785,0.0216,0.0513,8.7934
9.0000,9.0000,9-3.txt,15.5770,9.0358,0.0231,0.0585,8.7504
9.0000,9.0000,9-3.txt,15.6710,8.9953,0.0245,0.0623,8.7097
9.0000,9.0000,9-3.txt,15.7640,9.0605,0.0413,0.0624,8.7750
9.0000,9.0000,9-3.txt,15.8570,9.0732,0.0524,0.0639,8.7877
9.0000,9.0000,9-3.txt,15.9500,9.0680,0.0293,0.0646,8.7824
9.0000,9.0000,9-3.txt,16.0430,9.0350,0.0346,0.0638,8.7494
9.0000,9.0000,9-3.txt,16.1380,8.9780,0.0437,0.0625,8.6925
9.0000,9.0000,9-3.txt,16.2310,9.0530,0.0514,0.0691,8.7672
9.0000,9.0000,9-3.txt,16.3240,9.0725,0.1062,0.0820,8.7862
9.0000,9.0000,9-3.txt,16.4170,9.0770,0.1264,0.0908,8.7904
9.0000,9.0000,9-3.txt,16.5100,9.0305,0.1240,0.0992,8.7435
9.0000,9.0000,9-3.txt,16.6040,8.9937,0.1370,0.1030,8.7066
9.0000,9.0000,9-3.txt,16.6970,9.0688,0.1466,0.1011,8.7817
9.0000,9.0000,9-3.txt,16.7900,9.0898,0.1418,0.1002,8.8027
9.0000,9.0000,9-3.txt,16.8830,9.0650,0.1278,0.1029,8.7779
9.0000,9.0000,9-3.txt,16.9760,9.0350,0.1562,0.1100,8.7476
9.0000,9.0000,9-3.txt,17.0690,8.9998,0.1879,0.1201,8.7119
9.0000,9.0000,9-3.txt,17.1630,9.0627,0.1956,0.1185,8.7750
9.0000,9.0000,9-3.txt,17.2560,9.0823,0.1898,0.1094,8.7949
9.0000,9.0000,9-3.txt,17.3500,9.0710,0.1917,0.1189,8.7832
9.0000,9.0000,9-3.txt,17.4430,9.0328,0.2014,0.1328,8.7444
9.0000,9.0000,9-3.txt,17.5360,8.9983,0.2086,0.1347,8.7098
9.0000,9.0000,9-3.txt,17.6300,9.0560,0.2071,0.1445,8.7672
9.0000,9.0000,9-3.txt,17.7230,9.0823,0.2451,0.1530,8.7931
9.0000,9.0000,9-3.txt,17.8160,9.0388,0.2682,0.1500,8.7497
9.0000,9.0000,9-3.txt,17.9090,9.0380,0.2802,0.1534,8.7488
9.0000,9.0000,9-3.txt,18.0020,9.0042,0.3095,0.1581,8.7149
9.0000,9.0000,9-3.txt,18.0960,9.0425,0.3494,0.1586,8.7531
9.0000,9.0000,9-3.txt,18.1890,9.0793,0.3383,0.1603,8.7898
9.0000,9.0000,9-3.txt,18.2820,9.0343,0.3225,0.1634,8.7446
9.0000,9.0000,9-3.txt,18.3750,9.0343,0.3249,0.1682,8.7444
9.0000,9.0000,9-3.txt,18.4680,9.0050,0.3556,0.1710,8.7151
9.0000,9.0000,9-3.txt,18.5620,9.0395,0.3864,0.1671,8.7497
9.0000,9.0000,9-3.txt,18.6560,9.0950,0.3652,0.1635,8.8054
9.0000,9.0000,9-3.txt,18.7490,9.0290,0.3614,0.1671,8.7392
9.0000,9.0000,9-3.txt,18.8420,9.0508,0.4080,0.1719,8.7608
9.0000,9.0000,9-3.txt,18.9350,9.0245,0.4239,0.1800,8.7342
9.0000,9.0000,9-3.txt,19.0280,9.0343,0.4330,0.1864,8.7436
9.0000,9.0000,9-3.txt,19.1220,9.0920,0.4979,0.1800,8.8017
9.0000,9.0000,9-3.txt,19.2150,9.0312,0.5450,0.1717,8.7413
9.0000,9.0000,9-3.txt,19.3080,9.0620,0.5560,0.1737,8.7719
9.0000,9.0000,9-3.txt,19.4010,9.0365,0.5824,0.1758,8.7464
9.0000,9.0000,9-3.txt,19.4940,9.0508,0.5930,0.1750,8.7606
9.0000,9.0000,9-3.txt,19.5870,9.1145,0.6079,0.1864,8.8239
9.0000,9.0000,9-3.txt,19.6810,9.0365,0.6074,0.2047,8.7451
9.0000,9.0000,9-3.txt,19.7750,9.0808,0.6069,0.2171,8.7888
9.0000,9.0000,9-3.txt,19.8680,9.0552,0.6492,0.2163,8.7633
9.0000,9.0000,9-3.txt,19.9610,9.0485,0.6834,0.2010,8.7573
9.0000,9.0000,9-3.txt,20.0540,9.1152,0.6661,0.2008,8.8240
9.0000,9.0000,9-3.txt,20.1480,9.0418,0.6646,0.2197,8.7497
9.0000,9.0000,9-3.txt,20.2410,9.0980,0.6829,0.2199,8.8059
9.0000,9.0000,9-3.txt,20.3340,9.0650,0.7040,0.2135,8.7732
9.0000,9.0000,9-3.txt,20.4270,9.0560,0.7463,0.2205,8.7639
9.0000,9.0000,9-3.txt,20.5200,9.1160,0.7468,0.2106,8.8243
9.0000,9.0000,9-3.txt,20.6140,9.0470,0.7458,0.1892,8.7563
9.0000,9.0000,9-3.txt,20.7070,9.1048,0.7602,0.1829,8.8143
9.0000,9.0000,9-3.txt,20.8000,9.0785,0.7920,0.1803,8.7882
9.0000,9.0000,9-3.txt,20.8930,9.0612,0.8141,0.1818,8.7708
9.0000,9.0000,9-3.txt,20.9870,9.1303,0.8564,0.1930,8.8394
9.0000,9.0000,9-3.txt,21.0800,9.0612,0.9083,0.2013,8.7700
9.0000,9.0000,9-3.txt,21.1740,9.1242,0.9352,0.2058,8.8328
9.0000,9.0000,9-3.txt,21.2670,9.0898,0.9669,0.2069,8.7983
9.0000,9.0000,9-3.txt,21.3600,9.0793,0.9635,0.2112,8.7876
9.0000,9.0000,9-3.txt,21.4530,9.1430,0.9400,0.2161,8.8511
9.0000,9.0000,9-3.txt,21.5460,9.0883,0.9717,0.2266,8.7959
9.0000,9.0000,9-3.txt,21.6400,9.1423,1.0250,0.2427,8.8492
9.0000,9.0000,9-3.txt,21.7330,9.1130,1.0164,0.2439,8.8199
9.0000,9.0000,9-3.txt,21.8260,9.0935,1.0510,0.2363,8.8007
9.0000,9.0000,9-3.txt,21.9190,9.1655,1.0813,0.2384,8.8726
9.0000,9.0000,9-3.txt,22.0120,9.1085,1.0668,0.2408,8.8155
9.0000,9.0000,9-3.txt,22.1050,9.1602,1.0692,0.2363,8.8675
9.0000,9.0000,9-3.txt,22.2000,9.1370,1.0894,0.2365,8.8442
9.0000,9.0000,9-3.txt,22.2930,9.0995,1.0923,0.2354,8.8067
9.0000,9.0000,9-3.txt,22.3860,9.1730,1.1351,0.2331,8.8803
9.0000,9.0000,9-3.txt,22.4790,9.1227,1.1822,0.2318,8.8302
9.0000,9.0000,9-3.txt,22.5720,9.1647,1.1976,0.2273,8.8724
9.0000,9.0000,9-3.txt,22.6660,9.1370,1.2072,0.2166,8.8451
9.0000,9.0000,9-3.txt,22.7590,9.1235,1.2461,0.2144,8.8317
9.0000,9.0000,9-3.txt,22.8520,9.1783,1.3086,0.2320,8.8856
9.0000,9.0000,9-3.txt,22.9450,9.1445,1.2908,0.2501,8.8511
9.0000,9.0000,9-3.txt,23.0380,9.1730,1.3504,0.2585,8.8792
9.0000,9.0000,9-3.txt,23.1320,9.1512,1.4013,0.2674,8.8570
9.0000,9.0000,9-3.txt,23.2250,9.1550,1.3975,0.2688,8.8607
9.0000,9.0000,9-3.txt,23.3180,9.1820,1.4205,0.2579,8.8882
9.0000,9.0000,9-3.txt,23.4110,9.1670,1.4527,0.2578,8.8732
9.0000,9.0000,9-3.txt,23.5050,9.1835,1.4330,0.2833,8.8886
9.0000,9.0000,9-3.txt,23.5980,9.1670,1.4402,0.3124,8.8707
9.0000,9.0000,9-3.txt,23.6920,9.1835,1.4806,0.3244,8.8866
9.0000,9.0000,9-3.txt,23.7850,9.2037,1.4888,0.3209,8.9070
9.0000,9.0000,9-3.txt,23.8780,9.1805,1.5311,0.3087,8.8844
9.0000,9.0000,9-3.txt,23.9710,9.1910,1.5753,0.2981,8.8954
9.0000,9.0000,9-3.txt,24.0640,9.1768,1.5835,0.2959,8.8812
9.0000,9.0000,9-3.txt,24.1580,9.1962,1.5719,0.2994,8.9006
9.0000,9.0000,9-3.txt,24.2510,9.2233,1.5988,0.2974,8.9277
9.0000,9.0000,9-3.txt,24.3440,9.1948,1.6464,0.3105,8.8985
9.0000,9.0000,9-3.txt,24.4370,9.1955,1.7113,0.3196,8.8989
